Trojan War -- Poetry,https://www.gutenberg.org/ebooks/subject/1210
Economics,https://www.gutenberg.org/ebooks/subject/1301
Political ethics -- Early works to 1800,https://www.gutenberg.org/ebooks/subject/18268
Homer -- Translations into English,https://www.gutenberg.org/ebooks/subject/696
Dogs -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/917
Sex,https://www.gutenberg.org/ebooks/subject/3545
Benefactors -- Fiction,https://www.gutenberg.org/ebooks/subject/8767
United States -- Description and travel,https://www.gutenberg.org/ebooks/subject/1395
"Philosophy, Ancient",https://www.gutenberg.org/ebooks/subject/5821
Wizard of Oz (Fictitious character) -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/25089
Political science -- Philosophy -- Early works to 1800,https://www.gutenberg.org/ebooks/subject/18267
Arthurian romances,https://www.gutenberg.org/ebooks/subject/385
Religion,https://www.gutenberg.org/ebooks/subject/7
Treasure troves -- Fiction,https://www.gutenberg.org/ebooks/subject/3248
"Children's periodicals, American",https://www.gutenberg.org/ebooks/subject/4226
Villages -- France -- Fiction,https://www.gutenberg.org/ebooks/subject/5260
Popular literature -- Great Britain -- Periodicals,https://www.gutenberg.org/ebooks/subject/13493
Witches -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/25088
Picture books for children,https://www.gutenberg.org/ebooks/subject/3605
England -- Social life and customs -- 20th century -- Fiction,https://www.gutenberg.org/ebooks/subject/5972
Biographical fiction,https://www.gutenberg.org/ebooks/subject/807
Castaways -- Fiction,https://www.gutenberg.org/ebooks/subject/5831
Drama,https://www.gutenberg.org/ebooks/subject/28
"Cooking, American",https://www.gutenberg.org/ebooks/subject/2026
Martians -- Fiction,https://www.gutenberg.org/ebooks/subject/3317
Justice -- Early works to 1800,https://www.gutenberg.org/ebooks/subject/6329
"Government, Resistance to",https://www.gutenberg.org/ebooks/subject/7910
Achilles (Mythological character) -- Poetry,https://www.gutenberg.org/ebooks/subject/1209
"Children's stories, English",https://www.gutenberg.org/ebooks/subject/140
Spy stories,https://www.gutenberg.org/ebooks/subject/3239
Evolution (Biology),https://www.gutenberg.org/ebooks/subject/549
Scarecrow (Fictitious character from Baum) -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/25086
African Americans -- Fiction,https://www.gutenberg.org/ebooks/subject/2730
"Poirot, Hercule (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/subject/3520
Folklore,https://www.gutenberg.org/ebooks/subject/429
Mythology,https://www.gutenberg.org/ebooks/subject/1097
Philippines -- History -- Sources,https://www.gutenberg.org/ebooks/subject/6665
Cowardly Lion (Fictitious character) -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/25084
Civil disobedience,https://www.gutenberg.org/ebooks/subject/57
Superman (Philosophical concept),https://www.gutenberg.org/ebooks/subject/760
Philippines -- Discovery and exploration,https://www.gutenberg.org/ebooks/subject/6704
Impostors and imposture -- Fiction,https://www.gutenberg.org/ebooks/subject/2576
Missions -- Philippines,https://www.gutenberg.org/ebooks/subject/6666
Demarcation line of Alexander VI,https://www.gutenberg.org/ebooks/subject/6705
Europe -- Description and travel,https://www.gutenberg.org/ebooks/subject/1683
Fairies -- Fiction,https://www.gutenberg.org/ebooks/subject/9210
Regency fiction,https://www.gutenberg.org/ebooks/subject/18494
Aesthetics,https://www.gutenberg.org/ebooks/subject/748
Hungarian fiction -- 19th century,https://www.gutenberg.org/ebooks/subject/31695
Tin Woodman (Fictitious character) -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/25090
Marriage -- Fiction,https://www.gutenberg.org/ebooks/subject/4828
Imperialism -- Fiction,https://www.gutenberg.org/ebooks/subject/2429
Dragons -- Poetry,https://www.gutenberg.org/ebooks/subject/12340
Monsters -- Poetry,https://www.gutenberg.org/ebooks/subject/12339
Shipwreck survival -- Fiction,https://www.gutenberg.org/ebooks/subject/106
New England -- Social life and customs -- Fiction,https://www.gutenberg.org/ebooks/subject/2697
Abolitionists -- United States -- Biography,https://www.gutenberg.org/ebooks/subject/6317
"Sawyer, Tom (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/subject/3967
Wessex (England) -- Fiction,https://www.gutenberg.org/ebooks/subject/2918
Nursery rhymes,https://www.gutenberg.org/ebooks/subject/1771
"Epic poetry, English (Old)",https://www.gutenberg.org/ebooks/subject/12338
Russia -- Fiction,https://www.gutenberg.org/ebooks/subject/3300
"English poetry -- Early modern, 1500-1700",https://www.gutenberg.org/ebooks/subject/2403
"United States -- History -- Civil War, 1861-1865 -- Personal narratives",https://www.gutenberg.org/ebooks/subject/1498
"History, Ancient",https://www.gutenberg.org/ebooks/subject/961
"Short stories, Russian -- Translations into English",https://www.gutenberg.org/ebooks/subject/12177
Socialism,https://www.gutenberg.org/ebooks/subject/49
Family -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/3355
Children of the rich -- Fiction,https://www.gutenberg.org/ebooks/subject/2583
Yorkshire (England) -- Fiction,https://www.gutenberg.org/ebooks/subject/2598
"Humorous stories, English",https://www.gutenberg.org/ebooks/subject/189
Mississippi River Valley -- Fiction,https://www.gutenberg.org/ebooks/subject/7020
"Douglass, Frederick, 1818-1895",https://www.gutenberg.org/ebooks/subject/20
English wit and humor,https://www.gutenberg.org/ebooks/subject/2010
Revenge -- Drama,https://www.gutenberg.org/ebooks/subject/4897
Nobility -- Fiction,https://www.gutenberg.org/ebooks/subject/3170
Psychoanalysis,https://www.gutenberg.org/ebooks/subject/4130
Aristocracy (Social class) -- Russia -- Fiction,https://www.gutenberg.org/ebooks/subject/15214
English essays,https://www.gutenberg.org/ebooks/subject/623
American poetry -- 19th century,https://www.gutenberg.org/ebooks/subject/11079
Child witnesses -- Fiction,https://www.gutenberg.org/ebooks/subject/5111
Trading posts -- Fiction,https://www.gutenberg.org/ebooks/subject/2427
English literature -- History and criticism,https://www.gutenberg.org/ebooks/subject/1526
"Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Fiction",https://www.gutenberg.org/ebooks/subject/3301
Europeans -- Africa -- Fiction,https://www.gutenberg.org/ebooks/subject/2426
Degeneration -- Fiction,https://www.gutenberg.org/ebooks/subject/2428
"Russia -- History -- Alexander I, 1801-1825 -- Fiction",https://www.gutenberg.org/ebooks/subject/3302
Dreams -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/23379
Canada -- History -- 1867-1914 -- Fiction,https://www.gutenberg.org/ebooks/subject/6807
Country life -- Prince Edward Island -- Fiction,https://www.gutenberg.org/ebooks/subject/6805
"Short stories, French",https://www.gutenberg.org/ebooks/subject/10007
Life,https://www.gutenberg.org/ebooks/subject/6957
English drama (Comedy),https://www.gutenberg.org/ebooks/subject/535
Philippines -- History -- Fiction,https://www.gutenberg.org/ebooks/subject/16283
Nationalists -- Philippines -- Fiction,https://www.gutenberg.org/ebooks/subject/16281
Kidnapping victims -- Fiction,https://www.gutenberg.org/ebooks/subject/5773
Rabbits -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/5202
Kings and rulers -- Succession -- Drama,https://www.gutenberg.org/ebooks/subject/4894
"Voyages, Imaginary -- Early works to 1800",https://www.gutenberg.org/ebooks/subject/4859
"Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English",https://www.gutenberg.org/ebooks/subject/5180
West (U.S.) -- Description and travel,https://www.gutenberg.org/ebooks/subject/392
Military art and science -- Early works to 1800,https://www.gutenberg.org/ebooks/subject/2184
African American abolitionists -- Biography,https://www.gutenberg.org/ebooks/subject/680
